Cusip,ISIN,Description,Ticker,Coupon,Maturity,Composite Rating,Currency,Country,Sector Level 1,Sector Level 2,Sector Level 3,Sector Level 4,Type,Face Value,Price,Accrued Interest,% Weight,Cash,Duration To Worst,Yield to Worst,Effective Duration,Effective Yield,OAS vs Govt,Prior Month-End Price,Prior Month-End Accrued Interest,Prior Month-End % Weight,Prior Month-End Duration To Worst,Prior Month-End Yield To Worst,Prior Month-End Effective Duration,Prior Month-End Effective Yield,Prior Month-End OAS vs Govt,TRR % MTD LOC,Excess Rtn % MTD,Asset Swap Spread,Prior Month-End Asset Swap Spread,OAS vs Swap ,Prior Month-End OAS vs Swap
'9226APAA',US9226APAA30,Venator Fin S A R L/Venator Matls LLC,VNTR,5.75,7/15/25,CCC1,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SENR,380,94.855,2.347917,0.02443,0,3.851,7.08,3.86,7.08,676,87.745,2.172,0.02281,3.814,9.05,3.823,9.05,872,8.103,8.053,642,792,673,868
'92857WBQ',US92857WBQ24,Vodafone Group plc,VOD,7,4/4/79,BB1,USD,GB,Corporate,Industrials,Telecommunications,Telecom - Wireless,SUB,2026.7,123.5193,1.322222,0.16734,0,6.467,3.688,6.031,3.028,237,122.991,1.108,0.16792,6.49,3.762,6.017,3.086,244,0.598,0.727,319,327,239,245
'92214XAC',US92214XAC02,Varex Imaging Corporation,VREX,7.875,10/15/27,B2,USD,US,Corporate,Industrials,Healthcare,Medical Products,SECR,304,104.75,1.575,0.02138,0,4.596,6.87,4.907,6.895,635,102.538,1.334,0.02108,4.602,7.331,4.989,7.33,680,2.362,2.375,634,671,633,678
'927375AA',US927375AA33,Vine Oil & Gas LP / Vine Oil & Gas Finance Corp,VRI,8.75,4/15/23,C,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,537.1,78.75,1.385417,0.02847,0,1.912,20.617,1.909,20.617,2055,80,1.118,0.02909,1.95,19.682,1.947,19.682,1959,-1.211,-1.246,1742,1675,2045,1948
'927375AB',US927375AB16,Vine Oil & Gas LP / Vine Oil & Gas Finance Corp,VRI,9.75,4/15/23,C,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,385.1,79.25,1.54375,0.02058,0,1.884,21.45,1.881,21.45,2138,80.5,1.246,0.02102,1.922,20.514,1.919,20.514,2043,-1.165,-1.199,1819,1753,2128,2031
'92343EAL',US92343EAL65,Verisign Inc.,VRSN,4.75,7/15/27,BB1,USD,US,Corporate,Industrials,Technology & Electronics,Software/Services,SENR,557.3,107.1875,1.939583,0.04022,0,1.514,1.635,1.662,2.095,155,107,1.794,0.04048,1.543,1.8,1.714,2.233,170,0.306,0.284,127,140,145,158
'92343EAF',US92343EAF97,Verisign Inc.,VRSN,4.625,5/1/23,BB1,USD,US,Corporate,Industrials,Technology & Electronics,Software/Services,SENR,760,100.8125,0.526736,0.05094,0,0.381,2.487,0.358,2.535,243,101,0.385,0.05144,0.083,1.851,0.082,1.823,170,-0.046,-0.049,169,164,231,161
'92343EAH',US92343EAH53,Verisign Inc.,VRSN,5.25,4/1/25,BB1,USD,US,Corporate,Industrials,Technology & Electronics,Software/Services,SENR,506.7,112.875,1.035417,0.03817,0,3.658,1.932,3.668,1.963,167,113.5,0.875,0.03869,3.692,1.806,3.701,1.835,152,-0.406,-0.458,171,156,162,147
'92552VAK',US92552VAK61,ViaSat Inc.,VSAT,5.625,9/15/25,B2,USD,US,Corporate,Industrials,Telecommunications,Telecom - Satellite,SENR,709.3,101.5,1.359375,0.04825,0,1.64,4.721,2.18,4.889,454,101.75,1.188,0.04875,1.671,4.59,2.024,4.785,443,-0.076,-0.107,410,399,446,432
'92552VAL',US92552VAL45,ViaSat Inc.,VSAT,5.625,4/15/27,BB2,USD,US,Corporate,Industrials,Telecommunications,Telecom - Satellite,SECR,608,105.4065,0.890625,0.04274,0,1.28,3.526,2.055,3.815,330,105,0.719,0.04291,1.308,3.861,2.386,4.042,353,0.547,0.526,309,336,323,345
'92552VAN',US92552VAN01,ViaSat Inc.,VSAT,6.5,7/15/28,B2,USD,US,Corporate,Industrials,Telecommunications,Telecom - Satellite,SENR,405.3,105.4405,3.033333,0.02908,0,3.849,5.152,4.313,5.237,462,105,2.835,0.02918,3.875,5.265,4.43,5.337,474,0.593,0.598,441,454,458,470
'92840VAA',US92840VAA08,Vistra Operations Co LLC,VST,5.5,9/1/26,BB1,USD,US,Corporate,Utility,Utility,Electric-Generation,SENR,1013.3,104.375,1.543056,0.07098,0,0.696,3.106,0.822,3.46,300,104.635,1.375,0.07172,0.727,2.857,0.761,3.205,275,-0.087,-0.092,227,213,292,263
'92840VAB',US92840VAB80,Vistra Operations Co LLC,VST,5.625,2/15/27,BB1,USD,US,Corporate,Utility,Utility,Electric-Generation,SENR,1317.3,105.6352,1.828125,0.09362,0,1.119,3.07,1.418,3.438,294,105.63,1.656,0.09435,1.149,3.133,1.467,3.488,299,0.165,0.151,246,254,286,289
'92840VAF',US92840VAF94,Vistra Operations Co LLC,VST,5,7/31/27,BB1,USD,US,Corporate,Utility,Utility,Electric-Generation,SENR,1317.3,105.375,1.833333,0.0934,0,1.543,3.101,2.547,3.352,280,105.76,1.681,0.09449,1.575,2.904,2.374,3.203,266,-0.216,-0.238,250,236,273,257
'928377AB',US928377AB61,Vista Ootdoor Inc,VSTO,5.875,10/1/23,B3,USD,US,Corporate,Industrials,Consumer Goods,Personal & Household Products,SENR,354.7,100.875,1.158681,0.02394,0,0.77,4.741,0.77,4.773,464,100.75,0.979,0.02409,0.799,4.935,0.812,4.981,483,0.299,0.294,457,472,456,472
'92210KAC',US92210KAC27,Offshore Group Investment Limited,VTG,9.25,11/15/23,CCC1,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SECR,354.7,54,0.69375,0.01283,0,2.097,35.881,2.097,35.881,3576,55,0.411,0.01312,2.138,34.796,2.138,34.796,3466,-1.295,-1.33,2446,2394,3568,3456
'92047WAB',US92047WAB72,Valvoline Inc,VVV,4.375,8/15/25,BB3,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SENR,810.7,103.25,1.421875,0.05612,0,0.656,2.712,0.936,2.941,260,103.381,1.288,0.05665,0.686,2.596,0.709,2.846,249,0.003,-0.006,256,243,251,238
'92047WAD',US92047WAD39,Valvoline Inc,VVV,4.25,2/15/30,BB3,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SENR,608,105.18,0.672917,0.04256,0,3.792,3.387,6.078,3.296,254,105.25,0.543,0.04294,3.822,3.375,6.033,3.284,256,0.057,0.163,247,250,251,253
'97789LAB',US97789LAB27,Wolverine Escrow LLC,WAIR,9,11/15/26,CCC2,USD,US,Corporate,Industrials,Capital Goods,Aerospace/Defense,SECR,912,86.25,0.675,0.05243,0,4.312,12.335,4.332,12.335,1189,84,0.4,0.05139,4.31,12.932,4.327,12.932,1249,2.992,2.978,1068,1104,1187,1246
'97789LAA',US97789LAA44,Wolverine Escrow LLC,WAIR,13.125,11/15/27,CC,USD,US,Corporate,Industrials,Capital Goods,Aerospace/Defense,SENR,532,73,0.984375,0.02603,0,3.899,20.602,3.915,20.602,2012,73,0.583,0.02613,3.928,20.588,3.942,20.588,2012,0.545,0.556,1623,1623,2010,2009
'97789LAC',US97789LAC00,Wolverine Escrow LLC,WAIR,8.5,11/15/24,CCC2,USD,US,Corporate,Industrials,Capital Goods,Aerospace/Defense,SECR,658.7,86.25,0.6375,0.03785,0,3.144,13.085,3.15,13.085,1284,83.875,0.378,0.03705,3.152,13.936,3.157,13.936,1367,3.127,3.082,1154,1209,1279,1362
'93266WAA',US93266WAA18,Walnut Bidco PLC,WALNUT,9.125,8/1/24,B2,USD,CH,Corporate,Industrials,Consumer Goods,Personal & Household Products,SECR,339.5,105.606,3.320486,0.02446,0,2.262,6.761,1.591,6.826,661,105.004,3.042,0.02449,2.287,7.027,2.103,7.12,689,0.815,0.779,670,694,652,678
'94107JAA',US94107JAA16,Waste Pro USA Inc,WASPRO,5.5,2/15/26,B3,USD,US,Corporate,Industrials,Services,Environmental,SENR,506.7,102.25,1.7875,0.03487,0,2.843,4.726,3.44,4.808,441,103.25,1.619,0.03548,2.879,4.399,2.847,4.509,410,-0.793,-0.835,420,383,436,404
'941130AB',US941130AB21,Watco Companies L.L.C. / Watco Finance Corp.,WATCOS,6.5,6/15/27,CCC1,USD,US,Corporate,Industrials,Transportation,Rail,SENR,506.7,109.307,3.141667,0.03768,0,2.255,3.82,3.008,4.09,356,106,2.943,0.03685,3.817,5.005,3.853,5.065,455,3.218,3.192,336,436,350,450
'563568AB',US563568AB08,Welbilt Inc,WBT,9.5,2/15/24,CCC3,USD,US,Corporate,Industrials,Capital Goods,Machinery,SENR,430.7,103.375,3.0875,0.03033,0,0.172,3.556,0.175,3.61,344,102.75,2.797,0.03035,1.101,7.063,0.681,7.123,693,0.867,0.859,135,700,330,682
'95081QAM',US95081QAM69,Wesco Distribution Inc.,WCC,5.375,6/15/24,B1,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,354.7,102.375,2.642708,0.02464,0,0.488,3.269,0.489,3.408,320,102.375,2.478,0.02483,0.517,3.38,0.536,3.535,331,0.157,0.153,315,323,308,317
'95081QAN',US95081QAN43,Wesco Distribution Inc.,WCC,7.125,6/15/25,B1,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,1520,109.25,3.5625,0.11341,0,1.392,3.124,1.39,3.352,304,108.875,3.345,0.11388,1.42,3.428,1.419,3.659,333,0.528,0.509,259,286,294,321
'95081QAP',US95081QAP90,Wesco Distribution Inc.,WCC,7.25,6/15/28,B1,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,1342.7,112.9532,3.625,0.10352,0,2.243,3.231,2.499,3.705,309,112.344,3.403,0.10376,2.269,3.503,2.576,3.93,334,0.718,0.685,289,313,301,324
'95081QAK',US95081QAK04,Wesco Distribution Inc.,WCC,5.375,12/15/21,B1,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,506.7,100.537,2.642708,0.03458,0,0.153,1.978,0.156,2.102,199,100.264,2.478,0.03476,0.081,2.188,0.08,2.171,205,0.426,0.422,187,198,185,196
'958102AM',US958102AM75,Western Digital Corp.,WDC,4.75,2/15/26,BB1,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SENR,2330.7,109.75,1.54375,0.17156,0,4.356,2.627,4.422,2.65,225,109.219,1.399,0.17213,4.382,2.747,4.447,2.769,236,0.611,0.562,230,241,222,233
'948565AD',US948565AD85,Weekley Homes LLC/Weekley Finance Corp.,WEEKHM,4.875,9/15/28,B1,USD,US,Corporate,Industrials,Basic Industry,Building & Construction,SENR,405.3,104.7188,1.069792,0.02836,0,2.544,3.898,4.654,3.823,317,104.531,0.921,0.02853,3.417,3.975,4.706,3.863,324,0.319,0.345,307,313,314,319
'950399AB',US950399AB10,Welltec A/S,WELTEC,9.5,12/1/22,B3,USD,DK,Corporate,Industrials,Energy,Oil Field Equipment & Services,SECR,344.5,94,0.290278,0.02148,0,1.721,13.047,1.72,13.047,1296,87,0,0.02001,1.708,17.48,1.707,17.48,1739,8.38,8.348,1219,1557,1286,1726
'958254AH',US958254AH78,Western Midstream Operating  LP,WES,4.5,3/1/28,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,405.3,102.5,1.2625,0.02781,0,5.879,4.084,6.046,4.081,348,101,1.125,0.02763,5.893,4.333,6.062,4.324,374,1.603,1.672,343,366,346,372
'958254AJ',US958254AJ35,Western Midstream Operating  LP,WES,5.3,3/1/48,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,709.3,93.75,1.486944,0.04468,0,13.682,5.757,13.882,5.752,436,89.5,1.325,0.04301,13.393,6.094,13.584,6.09,476,4.858,5.467,418,443,455,496
'958254AK',US958254AK08,Western Midstream Operating  LP,WES,4.75,8/15/28,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,405.3,103.5,1.54375,0.02816,0,6.143,4.196,6.307,4.194,355,103.5,1.399,0.02839,6.173,4.198,6.329,4.194,357,0.138,0.238,352,354,354,355
'958254AL',US958254AL80,Western Midstream Operating  LP,WES,5.5,8/15/48,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,354.7,93.5,1.7875,0.02235,0,13.418,5.983,13.595,5.978,459,89.5,1.619,0.02158,13.138,6.306,13.306,6.302,497,4.574,5.166,438,462,479,518
'958254AB',US958254AB09,Western Midstream Operating  LP,WES,4,7/1/22,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,588.7,102.875,1.788889,0.04075,0,1.249,1.759,1.247,1.747,166,101.75,1.667,0.04065,1.273,2.656,1.271,2.647,255,1.206,1.191,151,234,157,243
'958254AD',US958254AD64,Western Midstream Operating  LP,WES,5.45,4/1/44,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,608,98,1.074861,0.03984,0,12.859,5.604,13.077,5.598,426,93.5,0.908,0.03832,12.626,5.969,12.838,5.964,469,4.943,5.539,417,447,443,486
'958254AE',US958254AE48,Western Midstream Operating  LP,WES,3.95,6/1/25,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,506.7,100.75,0.120694,0.0338,0,3.851,3.757,4.009,3.758,344,99.5,0,0.03366,4.083,4.073,4.057,4.07,374,1.378,1.325,336,363,340,370
'958254AF',US958254AF13,Western Midstream Operating  LP,WES,4.65,7/1/26,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,506.7,104.46,2.079583,0.0357,0,4.595,3.716,4.711,3.725,329,102.288,1.938,0.03526,4.607,4.167,4.741,4.168,373,2.22,2.189,328,368,327,371
'958667AB',US958667AB34,Western Midstream Operating  LP,WES,4.1,2/1/25,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,1013.3,101.432,1.491944,0.06898,0,3.655,3.716,3.712,3.719,344,99.779,1.367,0.06843,3.743,4.157,3.744,4.156,386,1.758,1.707,336,375,339,381
'958667AC',US958667AC17,Western Midstream Operating  LP,WES,5.05,2/1/30,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,1216,110.322,1.837639,0.0902,0,7.109,3.678,7.264,3.683,293,106.805,1.683,0.08808,7.091,4.13,7.248,4.131,342,3.384,3.605,299,342,291,339
'958667AA',US958667AA50,Western Midstream Operating  LP,WES,6.25,2/1/50,BB2,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,1013.3,105.5,2.274306,0.07223,0,13.354,5.851,13.575,5.847,446,99.5,2.083,0.06872,13.036,6.287,13.154,6.281,496,6.094,6.67,461,492,465,516
'96208LAA',US96208LAA98,WeWork Companies Inc,WEWORK,7.875,5/1/25,CCC3,USD,US,Corporate,Industrials,Real Estate,RealEstate Dev & Mgt,SENR,513.6,68.5,0.896875,0.02357,0,3.293,18.704,3.298,18.704,1842,69,0.656,0.02388,3.329,18.428,3.333,18.428,1813,-0.372,-0.417,1455,1437,1838,1809
'96208TAA',US96208TAA25,Wex Inc,WEX,4.75,2/1/23,BB3,USD,US,Corporate,Industrials,Technology & Electronics,Software/Services,SECR,405.3,100.125,1.728472,0.0273,0,0.134,3.762,0.137,3.715,362,100.25,1.583,0.02755,0.164,3.191,0.167,3.131,301,0.02,0.016,347,294,347,292
'947075AR',US947075AR84,Weatherford International Ltd Bermuda,WFTLF,8.75,9/1/24,B2,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SECR,506.7,100.373,2.527778,0.03448,0,2.315,8.583,2.774,8.577,835,100.78,2.26,0.03486,2.347,8.416,2.747,8.433,819,-0.136,-0.178,819,804,828,811
'947075AP',US947075AP29,Weatherford International Ltd Bermuda,WFTLF,11,12/1/24,CCC2,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SENR,2128,74.5,0.336111,0.10532,0,2.889,20.73,2.894,20.73,2049,69.659,0,0.09897,2.86,23.004,2.864,23.004,2275,7.432,7.391,1690,1803,2044,2269
'958278AA',US958278AA10,Western Global Airlines LLC,WGALLC,10.375,8/15/25,B2,USD,US,Corporate,Industrials,Transportation,Air Transportation,SENR,405.3,112.5,3.198958,0.03101,0,3.484,7.038,3.5,7.06,674,110.25,2.882,0.03061,3.494,7.618,3.516,7.637,730,2.269,2.222,705,755,670,726
'974637AC',US974637AC45,Winnebago Inds Inc,WGO,6.25,7/15/28,B1,USD,US,Corporate,Industrials,Automotive,Automakers,SECR,304,108,2.673611,0.02225,0,2.335,4.117,3.617,4.317,370,108.25,2.483,0.02247,2.367,4.042,3.551,4.247,364,-0.053,-0.07,351,347,364,358
'98311AAA',US98311AAA34,Wyndham Hotels & Resorts Inc,WH,5.375,4/15/26,BB3,USD,US,Corporate,Industrials,Leisure,Hotels,SENR,506.7,103.25,0.851042,0.03489,0,0.336,3.583,1.012,3.917,350,103.25,0.687,0.03516,0.365,3.719,1.202,3.996,358,0.158,0.142,244,273,339,347
'98311AAB',US98311AAB17,Wyndham Hotels & Resorts Inc,WH,4.375,8/15/28,BB3,USD,US,Corporate,Industrials,Leisure,Hotels,SENR,506.7,102.875,1.446181,0.03496,0,4.15,3.699,5.023,3.68,303,102.375,1.312,0.03508,4.177,3.818,5.157,3.782,315,0.611,0.646,289,301,300,312
'96350RAA',US96350RAA23,White Cap Buyer Llc,WHTCAP,6.875,10/15/28,CCC1,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,648.5,106.1255,1.012153,0.04595,0,4.073,5.418,4.53,5.505,487,106.394,0.802,0.04641,4.105,5.365,4.477,5.439,483,-0.054,-0.049,481,478,484,478
'97382WAA',US97382WAA18,Windstream Escrow LLC / Windstream Escrow Finance Corp,WIN,7.75,8/15/28,B3,USD,US,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SENR,1418.7,100.375,2.303472,0.09634,0,3.779,7.65,5.077,7.575,696,101.25,2.067,0.09786,3.816,7.427,4.992,7.389,680,-0.618,-0.587,682,656,694,677
'71953LAA',US71953LAA98,Picasso Finance Subordinated Inc,WLSC,6.125,6/15/25,B2,USD,US,Corporate,Industrials,Services,Support-Services,SECR,658.7,106,3.011458,0.04749,0,1.397,3.977,1.929,4.138,382,107,2.824,0.0483,1.432,3.374,1.57,3.606,328,-0.74,-0.762,328,278,374,315
'96950GAE',US96950GAE26,Williams Scotsman International Inc,WLSC,4.625,8/15/28,B2,USD,US,Corporate,Industrials,Services,Support-Services,SECR,506.7,103.473,1.374653,0.03514,0,4.133,3.806,4.884,3.807,316,104,1.233,0.0356,4.166,3.69,4.74,3.686,306,-0.367,-0.347,303,294,313,302
'92933BAP',US92933BAP94,WMG Acquisition Corp.,WMG,5.5,4/15/26,B1,USD,US,Corporate,Industrials,Media,Media Content,SENR,329.3,103.25,0.870833,0.02268,0,0.335,3.877,1.232,4.121,371,103.75,0.703,0.02296,0.367,2.693,0.365,3.039,262,-0.318,-0.321,369,194,362,249
'92933BAQ',US92933BAQ77,WMG Acquisition Corp.,WMG,3.875,7/15/30,BB3,USD,US,Corporate,Industrials,Media,Media Content,SECR,542.1,103.25,1.754514,0.03765,0,6.448,3.385,6.714,3.267,248,103.429,1.636,0.03803,6.48,3.361,6.671,3.238,249,-0.058,0.105,237,238,245,245
'92933BAR',US92933BAR50,WMG Acquisition Corp.,WMG,3,2/15/31,BB3,USD,US,Corporate,Industrials,Media,Media Content,SECR,557.3,96.75,1,0.03603,0,8.582,3.38,8.148,3.317,247,97.491,0.908,0.03661,8.623,3.291,8.077,3.213,242,-0.66,-0.365,230,225,245,238
'00790RAA',US00790RAA23,Advanced Drainage System Inc,WMS,5,9/30/27,B2,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,354.7,106.25,1,0.02516,0,1.71,2.778,2.533,3.105,254,105,0.847,0.02507,1.734,3.488,3.155,3.594,304,1.325,1.306,238,290,246,297
'929566AJ',US929566AJ62,Wabash National Corporation,WNC,5.5,10/1/25,B3,USD,US,Corporate,Industrials,Capital Goods,Machinery,SENR,319.2,102.75,1.084722,0.02192,0,0.775,3.688,0.801,3.939,359,102,0.917,0.02193,1.718,4.349,1.883,4.558,420,0.892,0.863,358,381,350,409
'95076PAA',US95076PAA12,Werner FinCo LP/ Werner FinCo Inc,WNRFCO,8.75,7/15/25,CCC2,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,268.5,102.75,3.572917,0.01888,0,2.216,7.556,2.573,7.706,739,97.5,3.306,0.01807,3.594,9.425,3.534,9.421,910,5.473,5.428,737,878,732,905
'939648AE',US939648AE19,Washington Prime Group L.P,WPG,6.45,8/15/24,C,USD,US,Corporate,Industrials,Real Estate,REITs,SENR,760,66,2.09625,0.03423,0,2.853,19.918,2.858,19.918,1970,58.125,1.899,0.03046,2.787,24.166,2.79,24.166,2393,13.448,13.406,1524,1726,1964,2387
'98212BAH',US98212BAH69,WPX Energy Inc,WPX,5.75,6/1/26,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,506.7,105.25,0.175695,0.03533,0,0.461,3.561,1.035,3.893,347,105.25,0,0.0356,0.491,3.683,1.253,3.982,355,0.167,0.155,330,352,336,343
'98212BAM',US98212BAM54,WPX Energy Inc,WPX,5.875,6/15/28,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,506.7,108.5,2.855903,0.03732,0,2.277,3.44,3.291,3.737,312,107.75,2.676,0.03736,2.302,3.759,3.498,3.964,336,0.842,0.825,290,315,305,330
'98212BAE',US98212BAE39,WPX Energy Inc,WPX,5.25,9/15/24,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,478.5,108.625,1.26875,0.03478,0,3.182,2.659,3.192,2.689,245,107,1.108,0.03454,3.202,3.144,3.219,3.173,292,1.652,1.603,246,291,239,285
'98212BAL',US98212BAL71,WPX Energy Inc,WPX,4.5,1/15/30,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,912,105.15,1.8375,0.06453,0,3.663,3.648,5.916,3.538,279,104.43,1.7,0.06462,5.985,3.784,6.012,3.665,295,0.808,0.916,269,284,276,292
'98212BAJ',US98212BAJ26,WPX Energy Inc,WPX,5.25,10/15/27,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,608,105.25,0.83125,0.04266,0,1.737,3.664,3.087,3.822,326,105.5,0.671,0.0431,1.768,3.553,2.979,3.746,319,-0.084,-0.103,313,307,320,312
'50168AAB',US50168AAB61,LABL Escrow Issuer LLC,WSPKHD,6.75,7/15/26,B2,USD,US,Corporate,Industrials,Capital Goods,Packaging,SECR,709.3,107.125,2.75625,0.05155,0,1.471,4.148,1.913,4.447,402,106.75,2.55,0.05176,1.498,4.418,2.153,4.666,423,0.532,0.503,353,378,393,413
'50168AAA',US50168AAA88,LABL Escrow Issuer LLC,WSPKHD,10.5,7/15/27,CCC1,USD,US,Corporate,Industrials,Capital Goods,Packaging,SENR,699.2,112.75,4.2875,0.05412,0,1.423,5.245,1.419,5.676,517,110.875,3.967,0.05361,1.442,6.444,1.647,6.842,634,1.912,1.889,465,574,507,622
'68163PAA',US68163PAA21,OLYMPUS MERGER SUB INC,WSTC,8.5,10/15/25,CCC2,USD,US,Corporate,Industrials,Services,Support-Services,SENR,858.8,95.5,1.345833,0.05501,0,3.81,9.68,3.82,9.68,934,95.625,1.086,0.05545,3.841,9.641,3.848,9.641,929,0.139,0.092,891,887,931,925
'92922PAL',US92922PAL04,W & T Offshore Inc.,WTI,9.75,11/1/23,CCC1,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SECR,559.8,70,1.110417,0.02633,0,2.206,24.909,2.206,24.909,2478,63.314,0.812,0.02397,2.169,29.28,2.169,29.28,2913,10.891,10.855,1967,2181,2469,2904
'948626AA',US948626AA44,WW International Inc,WW,8.625,12/1/25,B2,USD,US,Corporate,Industrials,Retail,Specialty Retail,SENR,304,104.25,0.263542,0.02101,0,0.921,6.227,1.03,6.465,610,104.36,0,0.02118,0.951,6.185,0.916,6.427,606,0.147,0.131,602,606,602,595
'978097AF',US978097AF04,Wolverine World Wide Inc.,WWW,6.375,5/15/25,BB3,USD,US,Corporate,Industrials,Retail,Specialty Retail,SENR,304,107,0.478125,0.02161,0,1.358,3.495,1.42,3.717,341,106,0.283,0.02157,1.383,4.226,1.922,4.397,408,1.124,1.097,334,403,332,397
'978097AD',US978097AD55,Wolverine World Wide Inc.,WWW,5,9/1/26,BB3,USD,US,Corporate,Industrials,Retail,Specialty Retail,SENR,253.3,100.75,1.402778,0.01711,0,3.28,4.774,4.087,4.744,429,100.25,1.25,0.01716,3.306,4.924,4.298,4.866,441,0.643,0.614,410,423,426,438
'98310WAN',US98310WAN83,Wyndham Destinations Inc,WYND,6,4/1/27,BB2,USD,US,Corporate,Industrials,Leisure,Hotels,SECR,405.3,112.375,1.183333,0.03044,0,5.076,3.699,5.155,3.718,321,109.25,1,0.02983,5.077,4.258,5.165,4.271,377,3.001,3.002,334,387,319,375
'98310WAP',US98310WAP32,Wyndham Destinations Inc,WYND,5.65,4/1/24,BB2,USD,US,Corporate,Industrials,Leisure,Hotels,SECR,304,108.59,1.114305,0.02206,0,2.859,2.771,2.863,2.791,261,106.75,0.942,0.02186,2.878,3.384,2.886,3.403,320,1.869,1.823,262,318,253,312
'98310WAS',US98310WAS70,Wyndham Destinations Inc,WYND,6.625,7/31/26,BB2,USD,US,Corporate,Industrials,Leisure,Hotels,SECR,658.7,114.25,2.557986,0.05089,0,4.491,3.683,4.534,3.704,327,112.25,2.356,0.0504,4.503,4.08,4.549,4.098,366,1.922,1.889,343,381,325,364
'98310WAJ',US98310WAJ71,Wyndham Destinations Inc,WYND,4.25,3/1/22,BB2,USD,US,Corporate,Industrials,Leisure,Hotels,SECR,658.7,103.23,1.192361,0.04549,0,0.945,0.896,0.945,0.888,79,102.1,1.062,0.04537,0.969,2.117,0.969,2.104,200,1.221,1.214,69,183,72,190
'98310WAL',US98310WAL28,Wyndham Destinations Inc,WYND,3.9,3/1/23,BB2,USD,US,Corporate,Industrials,Leisure,Hotels,SECR,405.3,102,1.094167,0.02763,0,1.869,2.848,1.869,2.856,276,101.5,0.975,0.02773,1.896,3.12,1.903,3.13,302,0.604,0.569,262,284,266,289
'98310WAM',US98310WAM01,Wyndham Destinations Inc,WYND,6.6,10/1/25,BB2,USD,US,Corporate,Industrials,Leisure,Hotels,SECR,354.7,112.75,1.301667,0.02676,0,3.928,3.543,3.956,3.571,322,112.25,1.1,0.02684,3.954,3.672,3.981,3.697,334,0.619,0.568,335,346,319,330
'98310WAQ',US98310WAQ15,Wyndham Destinations Inc,WYND,4.625,3/1/30,BB2,USD,US,Corporate,Industrials,Leisure,Hotels,SECR,354.7,105.25,1.297569,0.02499,0,7.256,3.925,7.432,3.924,317,103.66,1.156,0.02482,7.264,4.134,7.436,4.13,341,1.652,1.889,315,336,315,338
'983133AB',US983133AB53,WYNN RESORTS FINANCE LLC / WYNN RESORTS CAPITAL CORP,WYNFIN,7.75,4/15/25,B1,USD,US,Corporate,Industrials,Leisure,Gaming,SENR,608,107.996,1.227083,0.04392,0,1.262,4.377,1.28,4.583,429,107.865,0.99,0.04419,1.291,4.536,1.339,4.748,444,0.338,0.322,409,427,420,432
'983133AA',US983133AA70,WYNN RESORTS FINANCE LLC / WYNN RESORTS CAPITAL CORP,WYNFIN,5.125,10/1/29,B1,USD,US,Corporate,Industrials,Leisure,Gaming,SENR,760,104.5,1.010764,0.05303,0,6.85,4.485,7.019,4.485,376,101.75,0.854,0.05206,6.842,4.873,7.013,4.867,418,2.833,3.023,373,408,374,415
